mol_index,smiles,exp_logp,rdkit_logp,mw,num_atoms,atom_contribs
1736,CCCNC(=O)c1nnc2c(cccc2c1N)c3cncc(c3)C(=O)N4CCC4,2.79,-0.7199,390.44700000000023,29,"[ 0.1441  0.1441 -0.2035 -0.7096 -0.2783  0.1129  0.136  -0.3239 -0.3239
  0.2955  0.2713  0.1581  0.1581  0.1581  0.2955  0.4619 -1.027   0.2713
  0.1581 -0.3239  0.1581  0.136   0.1581 -0.2783  0.1129 -0.3187 -0.2035
  0.1441 -0.2035]"
3191,Cc1ccc(cc1NC(=O)c2ccc(OCc3ccccn3)cc2)c4[nH]cnc4C,2.87,2.0314400000000004,398.46600000000007,30,"[ 0.08452  0.136    0.1581   0.1581   0.2713   0.1581   0.4619  -0.5188
 -0.2783   0.1129   0.136    0.1581   0.1581   0.5437  -0.4195  -0.0516
  0.136    0.1581   0.1581   0.1581   0.1581  -0.3239   0.1581   0.1581
  0.2713  -0.3239   0.1581  -0.3239   0.136    0.08452]"
1960,CCCC1CCCCC(=N1)N,1.1,-0.3100999999999998,154.257,11,"[ 0.1441  0.1441  0.1441 -0.2051  0.1441  0.1441  0.1441  0.1441 -0.2783
  0.1836 -1.019 ]"
3765,COc1ccc2nccc(C(O)C3CC4(CCN3CC4)C=C)c2c1,2.08,0.756,324.4240000000001,24,"[-0.2035 -0.4195  0.5437  0.1581  0.1581  0.2955 -0.3239  0.1581  0.1581
  0.136   0.1193 -0.2893 -0.2051  0.1441  0.      0.1441 -0.2035 -0.3187
 -0.2035  0.1441  0.1551  0.1551  0.2955  0.1581]"
2314,CCCC(=O)Nc1ccc2c3ccccc3C(=O)C(=O)c2c1,2.81,1.535,293.322,22,"[ 0.1441  0.1441  0.1441 -0.2783 -0.1526 -0.5188  0.4619  0.1581  0.1581
  0.2713  0.2713  0.1581  0.1581  0.1581  0.1581  0.136  -0.2783  0.1129
 -0.2783  0.1129  0.136   0.1581]"
1700,O=C(Nc1ccccc1)c2ccccc2,2.8,1.4946999999999997,197.237,15,"[ 0.1129 -0.2783 -0.5188  0.4619  0.1581  0.1581  0.1581  0.1581  0.1581
  0.136   0.1581  0.1581  0.1581  0.1581  0.1581]"
644,C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc4C(=O)C(=CN1c24)C(=O)O,-0.35,-1.0910000000000002,361.37300000000005,26,"[ 0.1441  0.1193 -0.2035 -0.4195  0.5437  0.4619 -0.4458 -0.2035 -0.2035
 -0.3187 -0.2035 -0.2035 -0.2035  0.      0.4202  0.1581  0.2955 -0.8186
  0.1788  0.136   0.1581 -0.3239  0.2955 -0.2783  0.1129 -0.2893]"
2648,CC(N1Cc2ccccc2C1=O)c3ccccc3,3.0,1.5586000000000002,237.302,18,"[ 0.1441  0.1193 -0.3187 -0.0516  0.136   0.1581  0.1581  0.1581  0.1581
  0.136  -0.2783  0.1129  0.136   0.1581  0.1581  0.1581  0.1581  0.1581]"
2575,Cc1ccc2c(c1)c(c(C)n2CC(=O)O)c3ccnc4c(cccc34)C(F)(F)F,1.27,3.3107399999999996,398.38400000000007,29,"[ 0.08452  0.136    0.1581   0.1581   0.2955   0.2955   0.1581   0.2713
  0.136    0.08452 -0.3239  -0.0516  -0.2783  -0.1526  -0.2893   0.2713
  0.1581   0.1581  -0.3239   0.2955   0.136    0.1581   0.1581   0.1581
  0.2955  -0.0967   0.4202   0.4202   0.4202 ]"
2683,CC(C)n1c(C)ncc1c2nc(Nc3ccc(cc3)C(=O)N4CC[C@@H](C4)N(C)C)ncc2F,2.16,0.10702,451.5500000000003,33,"[ 0.1441   0.1193   0.1441  -0.3239   0.136    0.08452 -0.3239   0.1581
  0.2713   0.2713  -0.3239   0.4619  -0.5188   0.4619   0.1581   0.1581
  0.136    0.1581   0.1581  -0.2783   0.1129  -0.3187  -0.2035   0.1441
 -0.2051  -0.2035  -0.3187  -0.2035  -0.2035  -0.3239   0.1581   0.
  0.4202 ]"
4179,CCNC(=O)Nc1nc2cc(ccc2[nH]1)c3cccnc3,2.34,0.6476999999999998,281.319,21,"[ 0.1441 -0.2035 -0.7096 -0.2783  0.4833 -0.5188  0.4619 -0.3239  0.2955
  0.1581  0.2713  0.1581  0.1581  0.2955 -0.3239  0.2713  0.1581  0.1581
  0.1581 -0.3239  0.1581]"
428,Oc1ccc(cc1)C2CNCCc3c(Cl)c(O)c(O)cc23,0.87,1.8472999999999993,305.761,21,"[-0.2893  0.5437  0.1581  0.1581  0.136   0.1581  0.1581  0.1193 -0.2035
 -0.7096 -0.2035 -0.0516  0.136   0.245   0.6895  0.5437 -0.2893  0.5437
 -0.2893  0.1581  0.136 ]"
814,CN1CCN(CC1)C(=O)c2cc3ccccc3n2C,1.71,-0.7711,257.337,19,"[-0.2035 -0.3187 -0.2035 -0.2035 -0.3187 -0.2035 -0.2035 -0.2783  0.1129
  0.136   0.1581  0.2955  0.1581  0.1581  0.1581  0.1581  0.2955 -0.3239
 -0.1444]"
2963,CC(=O)NC[C@H]1CN(C(=O)O1)c2ccc(c(F)c2)n3ccnc3,0.7,-0.46350000000000013,318.308,23,"[ 0.1441 -0.2783 -0.1526 -0.7096 -0.2035 -0.2051 -0.2035 -0.4458 -0.2783
  0.4833 -0.0684  0.4619  0.1581  0.1581  0.2713  0.      0.4202  0.1581
 -0.3239  0.1581  0.1581 -0.3239  0.1581]"
1863,NC1=CC2=NNC(=O)N2c3cc(ccc13)c4ccc[nH]4,2.3,0.03529999999999983,265.276,20,"[-1.027   0.4619  0.1581  0.2955 -0.3239 -0.3239 -0.8186  0.1788 -0.3239
  0.2955  0.1581  0.2713  0.1581  0.1581  0.2955  0.2713  0.1581  0.1581
  0.1581 -0.3239]"
2559,COc1cc(Nc2cc(Oc3cc(C)c(C)nc3c4ccccn4)ccn2)cc(OC)c1OC,3.22,2.4279399999999995,458.51800000000014,34,"[-0.2035  -0.4195   0.5437   0.1581   0.4619  -0.5188   0.4619   0.1581
  0.5437  -0.4195   0.5437   0.1581   0.136    0.08452  0.136    0.08452
 -0.3239   0.2713   0.2713   0.1581   0.1581   0.1581   0.1581  -0.3239
  0.1581   0.1581  -0.3239   0.1581   0.5437  -0.4195  -0.2035   0.5437
 -0.4195  -0.2035 ]"
2662,CCCSc1ncccc1C(=O)N(C)C2CCCCC2,3.36,1.0364,292.4480000000001,20,"[ 0.1441  0.1441 -0.2035  0.6482  0.1893 -0.3239  0.1581  0.1581  0.1581
  0.136  -0.2783  0.1129 -0.3187 -0.2035 -0.2051  0.1441  0.1441  0.1441
  0.1441  0.1441]"
1851,Nc1nc2nc(cc(n2n1)C(F)(F)F)c3cccs3,2.01,1.5333999999999999,285.25399999999996,19,"[-1.027   0.4619 -0.3239  0.2955 -0.3239  0.2713  0.1581  0.136  -0.3239
 -0.3239 -0.0967  0.4202  0.4202  0.4202  0.2713  0.1581  0.1581  0.1581
  0.6237]"
2974,CCN(C1CCN(CC[C@H](N2CCN(CC2)S(=O)(=O)C(F)(F)F)c3ccccc3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C,2.86,-1.4988999999999995,658.8090000000003,44,"[ 0.1441 -0.2035 -0.3187 -0.2051  0.1441 -0.2035 -0.3187 -0.2035  0.1441
  0.1193 -0.3187 -0.2035 -0.2035 -0.3187 -0.2035 -0.2035 -0.0024 -0.3339
 -0.3339 -0.2051  0.4202  0.4202  0.4202  0.136   0.1581  0.1581  0.1581
  0.1581  0.1581 -0.2035  0.1441 -0.2783 -0.1526 -0.0516  0.136   0.1581
  0.1581  0.1893  0.1581  0.1581 -0.0024 -0.3339 -0.3339 -0.2035]"
1951,COc1cc2ncc(C(=O)N)c(Nc3cccc(F)c3F)c2cc1OC,2.82,1.2541,359.3320000000001,26,"[-0.2035 -0.4195  0.5437  0.1581  0.2955 -0.3239  0.1581  0.136  -0.2783
  0.1129 -1.019   0.4619 -0.5188  0.4619  0.1581  0.1581  0.1581  0.
  0.4202  0.      0.4202  0.2955  0.1581  0.5437 -0.4195 -0.2035]"
94,CCN1CCN(CC1)c2ccc(Nc3cc(ncn3)N(C)C(=O)Nc4c(Cl)c(OC)cc(OC)c4Cl)cc2,3.7,1.3589999999999998,560.4860000000003,38,"[ 0.1441 -0.2035 -0.3187 -0.2035 -0.2035 -0.4458 -0.2035 -0.2035  0.4619
  0.1581  0.1581  0.4619 -0.5188  0.4619  0.1581  0.4619 -0.3239  0.1581
 -0.3239 -0.4458 -0.2035 -0.2783  0.4833 -0.5188  0.4619  0.245   0.6895
  0.5437 -0.4195 -0.2035  0.1581  0.5437 -0.4195 -0.2035  0.245   0.6895
  0.1581  0.1581]"
3049,COc1cc(OC)cc(c1)C2=CC=C(NC(=O)OCc3ccccc3)C(=O)N2CC(=O)NC(C(C)C)C(=O)C(F)(F)F,2.26,0.6809999999999999,589.5670000000003,42,"[-0.2035 -0.4195  0.5437  0.1581  0.5437 -0.4195 -0.2035  0.1581  0.2713
  0.1581  0.2713  0.1581  0.1581  0.4619 -0.5188 -0.2783  0.4833 -0.0684
 -0.0516  0.136   0.1581  0.1581  0.1581  0.1581  0.1581 -0.8186  0.1788
 -0.3239 -0.0516 -0.2783 -0.1526 -0.7096 -0.2051  0.      0.1441  0.1441
 -0.2783 -0.1526 -0.2051  0.4202  0.4202  0.4202]"
2040,CN1CCN(CC1)c2ccc(Nc3ccnc4ccccc34)cc2,1.3,0.9329999999999998,318.42400000000004,24,"[-0.2035 -0.3187 -0.2035 -0.2035 -0.4458 -0.2035 -0.2035  0.4619  0.1581
  0.1581  0.4619 -0.5188  0.4619  0.1581  0.1581 -0.3239  0.2955  0.1581
  0.1581  0.1581  0.1581  0.2955  0.1581  0.1581]"
3301,Cc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1,-1.33,-0.2740799999999999,270.339,17,"[ 0.08452  0.136   -0.3239  -0.3239   0.4619  -0.5188  -0.0024  -0.3339
 -0.3339   0.1893   0.1581   0.1581   0.4619  -1.027    0.1581   0.1581
  0.6237 ]"
723,CC(C)(C)NS(=O)(=O)c1cncc(c1)c2ccc3nc(N)nn3c2,1.41,-1.0373,346.4160000000001,24,"[ 0.1441 -0.2051  0.1441  0.1441 -0.7096 -0.0024 -0.3339 -0.3339  0.1893
  0.1581 -0.3239  0.1581  0.2713  0.1581  0.2713  0.1581  0.1581  0.2955
 -0.3239  0.4619 -1.027  -0.3239 -0.3239  0.1581]"
4046,C[C@](O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc2ccc(C#N)c(c2)C(F)(F)F,2.87,1.45708,430.3790000000001,29,"[ 0.1441  -0.2051  -0.2893  -0.2035  -0.0024  -0.3339  -0.3339   0.1893
  0.1581   0.1581   0.       0.4202   0.1581   0.1581  -0.2783  -0.1526
 -0.5188   0.4619   0.1581   0.1581   0.136    0.0017   0.01508  0.136
  0.1581  -0.0967   0.4202   0.4202   0.4202 ]"
1718,CC(C)(C)OC(=O)N1C[C@@H]2CC[C@H]1CN2c3ncc(OCc4ccc(cc4)S(=O)(=O)C)cn3,3.4,-0.6428,474.5830000000002,33,"[ 0.1441 -0.2051  0.1441  0.1441 -0.0684 -0.2783  0.4833 -0.3187 -0.2035
 -0.2051  0.1441  0.1441 -0.2051 -0.2035 -0.4458  0.4619 -0.3239  0.1581
  0.5437 -0.4195 -0.0516  0.136   0.1581  0.1581  0.1893  0.1581  0.1581
 -0.0024 -0.3339 -0.3339 -0.2035  0.1581 -0.3239]"
1319,C[C@H]1O[C@H]([C@H](O)[C@@H]1O)n2cnc3c(N)nc(OCC4CCC(F)(F)CC4)nc23,1.72,-0.9781000000000003,399.39800000000014,28,"[ 0.1441 -0.2051 -0.0684  0.1193 -0.2051 -0.2893 -0.2051 -0.2893 -0.3239
  0.1581 -0.3239  0.2955  0.4619 -1.027  -0.3239  0.5437 -0.4195 -0.2035
  0.      0.1441  0.1441 -0.2051  0.4202  0.4202  0.1441  0.1441 -0.3239
  0.2955]"
3151,CNc1c(cnc2[nH]c(nc12)c3ccc(OCCN4CCOCC4)cc3)C(=O)N,2.14,-1.8403,396.45100000000025,29,"[-0.2035 -0.5188  0.4619  0.136   0.1581 -0.3239  0.2955 -0.3239  0.2713
 -0.3239  0.2955  0.2713  0.1581  0.1581  0.5437 -0.4195 -0.2035 -0.2035
 -0.3187 -0.2035 -0.2035 -0.0684 -0.2035 -0.2035  0.1581  0.1581 -0.2783
  0.1129 -1.019 ]"
1641,COCCOc1cc2ncnc(Nc3cccc(c3)C#C)c2cc1OCCOC,3.35,0.4849000000000001,393.44300000000027,29,"[-0.2035 -0.0684 -0.2035 -0.2035 -0.4195  0.5437  0.1581  0.2955 -0.3239
  0.1581 -0.3239  0.4619 -0.5188  0.4619  0.1581  0.1581  0.1581  0.136
  0.1581  0.0017  0.0017  0.2955  0.1581  0.5437 -0.4195 -0.2035 -0.2035
 -0.0684 -0.2035]"
2233,CNC1(C)C2CCC(C2)C1(C)C,-0.84,-0.25359999999999994,167.296,12,"[-0.2035 -0.7096 -0.2051  0.1441  0.      0.1441  0.1441  0.      0.1441
  0.      0.1441  0.1441]"
2346,C[C@H](NC(=O)c1c(C)nn(C2CCS(=O)(=O)CC2)c1NS(=O)(=O)c3ccc(C)cc3)C(C)(C)C,0.25,-1.1495600000000001,510.68200000000024,34,"[ 0.1441  -0.2051  -0.7096  -0.2783   0.1129   0.136    0.136    0.08452
 -0.3239  -0.3239   0.1193   0.1441  -0.2035  -0.0024  -0.3339  -0.3339
 -0.2035   0.1441   0.4619  -0.5188  -0.0024  -0.3339  -0.3339   0.1893
  0.1581   0.1581   0.136    0.08452  0.1581   0.1581   0.       0.1441
  0.1441   0.1441 ]"
4002,Cc1onc(c2ccccc2)c1c3ccc(cc3)S(=O)(=O)N,2.37,1.0600200000000004,314.36600000000004,22,"[ 0.08452  0.136    0.1552  -0.3239   0.2713   0.2713   0.1581   0.1581
  0.1581   0.1581   0.1581   0.2713   0.2713   0.1581   0.1581   0.1893
  0.1581   0.1581  -0.0024  -0.3339  -0.3339  -1.019  ]"
3495,CNC(=O)c1cccc(NC(=O)Nc2cccc(c2)C#N)c1CN3CCC(Cc4ccc(F)cc4)CC3,3.97,1.1920799999999998,499.5900000000004,37,"[-0.2035  -0.7096  -0.2783   0.1129   0.136    0.1581   0.1581   0.1581
  0.4619  -0.5188  -0.2783   0.4833  -0.5188   0.4619   0.1581   0.1581
  0.1581   0.136    0.1581   0.0017   0.01508  0.136   -0.0516  -0.3187
 -0.2035   0.1441   0.      -0.0516   0.136    0.1581   0.1581   0.
  0.4202   0.1581   0.1581   0.1441  -0.2035 ]"
2850,O=C1NN=C(Cc2ccccc2)c3ccccc13,2.8,0.9467000000000001,236.274,18,"[ 0.1788 -0.8186 -0.3239 -0.3239  0.136  -0.0516  0.136   0.1581  0.1581
  0.1581  0.1581  0.1581  0.2955  0.1581  0.1581  0.1581  0.1581  0.2955]"
1579,CCOC(=O)Nc1ccc2Sc3ccccc3N(C(=O)CCN4CCOCC4)c2c1,3.1,0.9403999999999999,427.52600000000035,30,"[ 0.1441 -0.2035 -0.0684 -0.2783  0.4833 -0.5188  0.4619  0.1581  0.1581
  0.1893  0.6482  0.1893  0.1581  0.1581  0.1581  0.1581  0.4619 -0.4458
 -0.2783 -0.1526  0.1441 -0.2035 -0.3187 -0.2035 -0.2035 -0.0684 -0.2035
 -0.2035  0.4619  0.1581]"
3531,CC(C)[C@H](NC(=O)C[C@H](NC(=O)\C=C\c1ccccc1)c2ccccc2)C(=O)[C@H]3[C@H](C)C(=O)NC3=O,1.91,-1.5206,489.57200000000023,36,"[ 0.1441  0.      0.1441 -0.2051 -0.7096 -0.2783 -0.1526  0.1441  0.1193
 -0.7096 -0.2783 -0.1526  0.1551  0.264   0.136   0.1581  0.1581  0.1581
  0.1581  0.1581  0.136   0.1581  0.1581  0.1581  0.1581  0.1581 -0.2783
 -0.1526  0.      0.      0.1441 -0.2783 -0.1526 -0.7096 -0.2783 -0.1526]"
2304,CCOc1cc2nnc(C(=O)N)c(Nc3cc(C)ccc3F)c2cc1N4CCN(C)CC4,3.02,-0.5242800000000001,438.5070000000003,32,"[ 0.1441  -0.2035  -0.4195   0.5437   0.1581   0.2955  -0.3239  -0.3239
  0.136   -0.2783   0.1129  -1.019    0.4619  -0.5188   0.4619   0.1581
  0.136    0.08452  0.1581   0.1581   0.       0.4202   0.2955   0.1581
  0.4619  -0.4458  -0.2035  -0.2035  -0.3187  -0.2035  -0.2035  -0.2035 ]"
3149,CN1CC=CCC(C1)c2ccc(Cl)c(Cl)c2,3.32,2.1237000000000004,256.176,16,"[-0.2035 -0.3187 -0.2035  0.1551  0.1551  0.1441  0.1193 -0.2035  0.136
  0.1581  0.1581  0.245   0.6895  0.245   0.6895  0.1581]"
3119,C[C@@H]1N[S@@](=O)(=NC1=O)c2cccc(c2)c3cccc(c3)C#N,0.4,0.79528,311.36600000000004,22,"[ 0.1441  -0.2051  -0.7096  -0.0024  -0.3339   0.1836  -0.2783  -0.1526
  0.1893   0.1581   0.1581   0.1581   0.2713   0.1581   0.2713   0.1581
  0.1581   0.1581   0.136    0.1581   0.0017   0.01508]"
4106,CN(C)C(=O)[C@H](Cc1ccccc1)NC(=O)c2cc3ccsc3[nH]2,3.1,0.13929999999999992,341.43600000000004,24,"[-0.2035 -0.3187 -0.2035 -0.2783 -0.1526 -0.2051 -0.0516  0.136   0.1581
  0.1581  0.1581  0.1581  0.1581 -0.7096 -0.2783  0.1129  0.136   0.1581
  0.2955  0.1581  0.1581  0.6237  0.2955 -0.3239]"
3540,CC(O)(C(=O)Nc1ccc(cc1)S(=O)(=O)Nc2ccccc2)C(F)(F)F,3.07,1.1025,388.367,26,"[ 0.1441 -0.2051 -0.2893 -0.2783 -0.1526 -0.5188  0.4619  0.1581  0.1581
  0.1893  0.1581  0.1581 -0.0024 -0.3339 -0.3339 -0.5188  0.4619  0.1581
  0.1581  0.1581  0.1581  0.1581 -0.2051  0.4202  0.4202  0.4202]"
563,OCC[C@]1(CCCNC1)c2oc3ccccc3c2,0.06,0.39890000000000003,245.322,18,"[-0.2893 -0.2035  0.1441 -0.0967  0.1441  0.1441 -0.2035 -0.7096 -0.2035
  0.136   0.1552  0.2955  0.1581  0.1581  0.1581  0.1581  0.2955  0.1581]"
2190,C[C@H]1C[C@H](CN1C#N)NS(=O)(=O)c2cc(Br)ccc2Br,2.13,0.7435800000000004,423.13000000000005,20,"[ 0.1441  -0.2051   0.1441  -0.2051  -0.2035  -0.3187   0.0017   0.01508
 -0.7096  -0.0024  -0.3339  -0.3339   0.1893   0.1581   0.198    0.8456
  0.1581   0.1581   0.198    0.8456 ]"
3023,COc1nccnc1NS(=O)(=O)c2ccc(N)cc2,-0.65,-0.8814000000000003,280.30899999999997,19,"[-0.2035 -0.4195  0.5437 -0.3239  0.1581  0.1581 -0.3239  0.4619 -0.5188
 -0.0024 -0.3339 -0.3339  0.1893  0.1581  0.1581  0.4619 -1.027   0.1581
  0.1581]"
950,COc1ccc(cn1)c2ccc3nc(N)sc3c2,3.2,1.4136999999999997,257.318,18,"[-0.2035 -0.4195  0.5437  0.1581  0.1581  0.2713  0.1581 -0.3239  0.2713
  0.1581  0.1581  0.2955 -0.3239  0.4619 -1.027   0.6237  0.2955  0.1581]"
2990,Clc1ccc(cc1)S(=O)(=O)NC(=O)N2CCC(CC2)N3CCC(CC3)Oc4ccc(Cl)c(Cl)c4,2.59,1.7636999999999998,546.9040000000005,34,"[ 0.6895  0.245   0.1581  0.1581  0.1893  0.1581  0.1581 -0.0024 -0.3339
 -0.3339 -0.7096 -0.2783  0.4833 -0.3187 -0.2035  0.1441 -0.2051  0.1441
 -0.2035 -0.3187 -0.2035  0.1441 -0.2051  0.1441 -0.2035 -0.4195  0.5437
  0.1581  0.1581  0.245   0.6895  0.245   0.6895  0.1581]"
1238,OC[C@H](Nc1ncc(Cl)c(Nc2cc([nH]n2)C3CC3)n1)c4ccc(F)cc4,3.75,1.6617999999999995,388.8340000000002,27,"[-0.2893 -0.2035  0.1193 -0.5188  0.4619 -0.3239  0.1581  0.245   0.6895
  0.4619 -0.5188  0.4619  0.1581  0.136  -0.3239 -0.3239  0.1193  0.1441
  0.1441 -0.3239  0.136   0.1581  0.1581  0.      0.4202  0.1581  0.1581]"
253,Cc1ccc2c(c1)c(c(C)n2CC(=O)O)c3ccnc4cc(Cl)ccc34,1.59,2.94534,364.83200000000005,26,"[ 0.08452  0.136    0.1581   0.1581   0.2955   0.2955   0.1581   0.2713
  0.136    0.08452 -0.3239  -0.0516  -0.2783  -0.1526  -0.2893   0.2713
  0.1581   0.1581  -0.3239   0.2955   0.1581   0.245    0.6895   0.1581
  0.1581   0.2955 ]"
3278,CS(=O)(=O)Cc1cc(nc(n1)c2ccccc2)N3CCOCC3,1.94,-0.8121999999999998,333.41300000000024,23,"[-0.2035 -0.0024 -0.3339 -0.3339 -0.0516  0.136   0.1581  0.4619 -0.3239
  0.2713 -0.3239  0.2713  0.1581  0.1581  0.1581  0.1581  0.1581 -0.4458
 -0.2035 -0.2035 -0.0684 -0.2035 -0.2035]"
3655,Fc1ccccc1NC(=O)NC2N=C(c3ccccc3)c4ccccc4NC2=O,3.8,1.3983999999999994,388.4020000000001,29,"[ 0.4202  0.      0.1581  0.1581  0.1581  0.1581  0.4619 -0.5188 -0.2783
  0.4833 -0.7096 -0.2051  0.1836 -0.2783  0.136   0.1581  0.1581  0.1581
  0.1581  0.1581  0.136   0.1581  0.1581  0.1581  0.1581  0.4619 -0.5188
 -0.2783 -0.1526]"
1583,CCN(C1CCN(CCC(c2ccccc2)c3ccccc3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)N,2.4,-0.3218,519.7110000000004,37,"[ 0.1441 -0.2035 -0.3187 -0.2051  0.1441 -0.2035 -0.3187 -0.2035  0.1441
  0.1193  0.136   0.1581  0.1581  0.1581  0.1581  0.1581  0.136   0.1581
  0.1581  0.1581  0.1581  0.1581 -0.2035  0.1441 -0.2783 -0.1526 -0.0516
  0.136   0.1581  0.1581  0.1893  0.1581  0.1581 -0.0024 -0.3339 -0.3339
 -1.019 ]"
2718,NC1=CC2=NNC(=O)N2c3cc(ccc13)c4occc4,2.48,0.5143999999999999,266.26,20,"[-1.027   0.4619  0.1581  0.2955 -0.3239 -0.3239 -0.8186  0.1788 -0.3239
  0.2955  0.1581  0.2713  0.1581  0.1581  0.2955  0.2713  0.1552  0.1581
  0.1581  0.1581]"
3882,CC(C)n1c(C)ncc1c2ccnc(Nc3ccc(cc3)C(=O)NC4CCN(C)CC4)n2,1.87,-0.1983800000000001,433.5600000000003,32,"[ 0.1441   0.1193   0.1441  -0.3239   0.136    0.08452 -0.3239   0.1581
  0.2713   0.2713   0.1581   0.1581  -0.3239   0.4619  -0.5188   0.4619
  0.1581   0.1581   0.136    0.1581   0.1581  -0.2783   0.1129  -0.7096
 -0.2051   0.1441  -0.2035  -0.3187  -0.2035  -0.2035   0.1441  -0.3239 ]"
1154,OC(=O)c1ccc2c(c1)nc(Nc3cccc(Cl)c3)c4ccncc24,1.29,3.136,349.7770000000001,25,"[-0.2893 -0.2783  0.1129  0.136   0.1581  0.1581  0.2955  0.2955  0.1581
 -0.3239  0.4619 -0.5188  0.4619  0.1581  0.1581  0.1581  0.245   0.6895
  0.1581  0.2955  0.1581  0.1581 -0.3239  0.1581  0.2955]"
4036,CC(C)COc1cc(ccc1NC(=O)CN2CCOCC2)c3cccc4C(=O)C=C(Oc34)N5CCOCC5,3.8,-0.7941,521.6140000000004,38,"[ 0.1441  0.      0.1441 -0.2035 -0.4195  0.5437  0.1581  0.2713  0.1581
  0.1581  0.4619 -0.5188 -0.2783 -0.1526 -0.2035 -0.3187 -0.2035 -0.2035
 -0.0684 -0.2035 -0.2035  0.2713  0.1581  0.1581  0.1581  0.2955 -0.8186
  0.1788  0.1581  0.4619  0.1552  0.2955 -0.4458 -0.2035 -0.2035 -0.0684
 -0.2035 -0.2035]"
155,COC(=O)C1=Nc2c(N[C@H](C)CO)nc(SCc3cccc(F)c3F)nc2NC1=O,2.49,-0.01979999999999968,437.4280000000001,30,"[-0.2035 -0.0684 -0.2783  0.1129  0.136  -0.3239  0.2955  0.4619 -0.5188
 -0.2051  0.1441 -0.2035 -0.2893 -0.3239  0.1893  0.6482 -0.0516  0.136
  0.1581  0.1581  0.1581  0.      0.4202  0.      0.4202 -0.3239  0.2955
 -0.3239 -0.8186  0.1788]"
191,Nc1nc(Nc2ccc(F)c(Cl)c2)c3nc[nH]c3n1,2.75,1.1223999999999998,278.678,19,"[-1.027   0.4619 -0.3239  0.4619 -0.5188  0.4619  0.1581  0.1581  0.
  0.4202  0.245   0.6895  0.1581  0.2955 -0.3239  0.1581 -0.3239  0.2955
 -0.3239]"
131,O=C1C=COc2cc(OCc3ccccc3)ccc12,3.33,1.896,252.269,19,"[ 0.1788 -0.8186  0.1581  0.1581  0.1552  0.2955  0.1581  0.5437 -0.4195
 -0.0516  0.136   0.1581  0.1581  0.1581  0.1581  0.1581  0.1581  0.1581
  0.2955]"
840,ON=Cc1oc(cc1)[N+](=O)[O-],1.31,0.41269999999999996,156.09699999999998,11,"[-0.2893  0.1836 -0.2783  0.136   0.1552  0.4619  0.1581  0.1581 -0.3396
  0.0335  0.0335]"
1552,NC(=N)N1CCc2ccccc2C1,-1.01,-0.9344300000000001,175.23499999999999,13,"[-1.019   -0.2783   0.08387 -0.3187  -0.2035  -0.0516   0.136    0.1581
  0.1581   0.1581   0.1581   0.136   -0.0516 ]"
3071,Cc1cc(Oc2ccnc(Nc3ccc(cc3)S(=O)(=O)N)c2)c(nc1C)c4ccccn4,2.34,1.48214,447.5200000000002,32,"[ 0.08452  0.136    0.1581   0.5437  -0.4195   0.5437   0.1581   0.1581
 -0.3239   0.4619  -0.5188   0.4619   0.1581   0.1581   0.1893   0.1581
  0.1581  -0.0024  -0.3339  -0.3339  -1.019    0.1581   0.2713  -0.3239
  0.136    0.08452  0.2713   0.1581   0.1581   0.1581   0.1581  -0.3239 ]"
1342,Fc1ccc(CC2=NNC(=O)c3ccccc23)cc1N4C(=O)CCC4=O,1.0,0.4932,351.3370000000002,26,"[ 0.4202  0.      0.1581  0.1581  0.136  -0.0516  0.136  -0.3239 -0.3239
 -0.8186  0.1788  0.2955  0.1581  0.1581  0.1581  0.1581  0.2955  0.1581
  0.4619 -0.4458 -0.2783 -0.1526  0.1441  0.1441 -0.2783 -0.1526]"
2257,Cc1ccc(CN2C(=O)CCSc3ccc(Cl)cc23)cc1,3.7,2.70942,317.84100000000007,21,"[ 0.08452  0.136    0.1581   0.1581   0.136   -0.0516  -0.4458  -0.2783
 -0.1526   0.1441  -0.2035   0.6482   0.1893   0.1581   0.1581   0.245
  0.6895   0.1581   0.4619   0.1581   0.1581 ]"
2151,O[C@H](CNC(=O)C1=CNC(=O)c2ccccc12)CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4,3.42,0.6023000000000004,490.3870000000003,33,"[-0.2893 -0.2051 -0.2035 -0.7096 -0.2783  0.1129  0.136   0.1581 -0.3239
 -0.8186  0.1788  0.2955  0.1581  0.1581  0.1581  0.1581  0.2955 -0.2035
 -0.3187 -0.2035  0.1441 -0.2051  0.1441 -0.2035 -0.4195  0.5437  0.1581
  0.1581  0.245   0.6895  0.245   0.6895  0.1581]"
